filename,width,height,class,xmin,ymin,xmax,ymax
Asraf_06.jpg,1920,1080,car,1637,19,1711,98
Asraf_06.jpg,1920,1080,car,1533,135,1645,251
Asraf_06.jpg,1920,1080,car,1859,639,1920,1066
Asraf_06.jpg,1920,1080,car,1878,265,1920,425
Asraf_06.jpg,1920,1080,car,1880,180,1920,281
Asraf_06.jpg,1920,1080,ambulance,1872,72,1920,204
Asraf_06.jpg,1920,1080,car,1866,37,1920,101
Asraf_06.jpg,1920,1080,car,1864,2,1920,62
Asraf_06.jpg,1920,1080,pickup,1266,37,1364,119
Asraf_06.jpg,1920,1080,minibus,1433,55,1559,170
Asraf_06.jpg,1920,1080,car,1417,31,1492,72
Asraf_06.jpg,1920,1080,three wheelers (CNG),1362,157,1462,282
Asraf_06.jpg,1920,1080,three wheelers (CNG),1245,417,1396,641
Asraf_06.jpg,1920,1080,three wheelers (CNG),824,645,1049,959
Asraf_06.jpg,1920,1080,motorbike,441,945,595,1080
Asraf_06.jpg,1920,1080,motorbike,84,549,280,643
Asraf_06.jpg,1920,1080,motorbike,294,455,461,553
Asraf_06.jpg,1920,1080,motorbike,461,549,594,729
Asraf_06.jpg,1920,1080,motorbike,1655,129,1698,182
Asraf_06.jpg,1920,1080,three wheelers (CNG),1547,12,1606,78
Asraf_06.jpg,1920,1080,three wheelers (CNG),1535,2,1568,53
Asraf_06.jpg,1920,1080,three wheelers (CNG),1604,1,1635,55
Asraf_06.jpg,1920,1080,motorbike,1288,96,1331,131
Dipto_423.jpg,1920,1080,bus,862,186,1271,678
Dipto_423.jpg,1920,1080,bus,7,4,697,1035
Dipto_423.jpg,1920,1080,motorbike,683,426,732,557
Dipto_423.jpg,1920,1080,truck,671,283,737,475
Dipto_423.jpg,1920,1080,bus,725,331,761,469
Dipto_745.jpg,352,469,truck,118,225,233,357
Dipto_745.jpg,352,469,bus,80,263,126,311
Dipto_745.jpg,352,469,car,71,284,81,297
83173417_196623508147620_8341267113821863936_n.jpg,2976,3968,bus,1189,1469,1672,1997
83173417_196623508147620_8341267113821863936_n.jpg,2976,3968,car,875,1744,1069,1908
83173417_196623508147620_8341267113821863936_n.jpg,2976,3968,motorbike,514,1781,611,1908
Pias (362).jpg,1280,720,truck,678,393,1045,540
Pias (362).jpg,1280,720,bus,1081,427,1201,496
Pias (362).jpg,1280,720,bus,941,426,1082,488
Pias (362).jpg,1280,720,pickup,398,415,473,474
Pias (362).jpg,1280,720,car,506,439,528,452
Numan_(362).jpg,1920,1080,minivan,1125,662,1454,915
Numan_(362).jpg,1920,1080,motorbike,829,718,863,791
Numan_(362).jpg,1920,1080,motorbike,879,723,913,791
Numan_(362).jpg,1920,1080,motorbike,555,709,618,815
Numan_(362).jpg,1920,1080,car,1040,734,1113,795
Numan_(362).jpg,1920,1080,car,1638,714,1918,812
Numan_(362).jpg,1920,1080,bus,1648,628,1914,747
Navid_187.jpg,1274,618,pickup,382,196,481,322
Navid_187.jpg,1274,618,truck,827,117,1015,229
Pias (324).jpg,640,360,three wheelers (CNG),541,185,640,354
Pias (324).jpg,640,360,motorbike,299,314,457,360
Pias (324).jpg,640,360,motorbike,143,263,196,338
Pias (324).jpg,640,360,three wheelers (CNG),479,184,567,234
Pias (324).jpg,640,360,three wheelers (CNG),361,184,492,267
Pias (324).jpg,640,360,car,202,203,338,304
Pias (324).jpg,640,360,car,177,190,221,226
Pias (324).jpg,640,360,bus,446,119,640,197
Pias (324).jpg,640,360,bus,331,149,409,187
Pias (324).jpg,640,360,bus,255,154,332,201
Pias (324).jpg,640,360,pickup,298,183,388,247
Pias (324).jpg,640,360,car,44,190,79,211
Pias (324).jpg,640,360,car,85,186,112,203
Navid_734.jpg,1920,1080,car,1634,454,1818,536
Navid_734.jpg,1920,1080,motorbike,1487,471,1542,511
Navid_734.jpg,1920,1080,rickshaw,1316,442,1380,500
Navid_734.jpg,1920,1080,three wheelers (CNG),1365,442,1406,486
Navid_734.jpg,1920,1080,three wheelers (CNG),1281,449,1316,484
Navid_734.jpg,1920,1080,car,1134,462,1275,489
Navid_734.jpg,1920,1080,minivan,1773,430,1862,502
Navid_734.jpg,1920,1080,three wheelers (CNG),1862,428,1895,497
Navid_734.jpg,1920,1080,three wheelers (CNG),1529,441,1568,495
Numan_(166).jpg,640,360,rickshaw,2,125,377,359
Numan_(166).jpg,640,360,rickshaw,349,121,493,336
Numan_(166).jpg,640,360,three wheelers (CNG),235,126,385,191
Numan_(166).jpg,640,360,pickup,344,107,402,127
Numan_(166).jpg,640,360,rickshaw,482,128,501,153
Numan_(166).jpg,640,360,rickshaw,498,129,533,201
Numan_(166).jpg,640,360,rickshaw,465,128,482,148
Navid_231.jpg,1920,1080,motorbike,945,615,1080,843
Navid_231.jpg,1920,1080,motorbike,1139,794,1279,1080
Navid_231.jpg,1920,1080,motorbike,1292,519,1480,725
Navid_231.jpg,1920,1080,motorbike,1404,486,1588,688
Navid_231.jpg,1920,1080,car,157,537,567,798
Navid_231.jpg,1920,1080,car,545,435,937,629
Navid_231.jpg,1920,1080,suv,249,388,579,586
Navid_231.jpg,1920,1080,suv,2,306,241,441
Navid_231.jpg,1920,1080,motorbike,515,367,630,461
Navid_231.jpg,1920,1080,three wheelers (CNG),244,327,414,422
Navid_307.jpg,1280,720,bus,846,298,1008,414
Navid_307.jpg,1280,720,car,660,375,748,446
Navid_307.jpg,1280,720,bus,528,302,576,350
Navid_307.jpg,1280,720,van,596,325,634,369
Navid_307.jpg,1280,720,minivan,650,329,682,365
Navid_778.jpg,1920,1080,bus,98,266,1731,829
Dipto_ 241.jpg,1920,1080,auto rickshaw,411,588,534,738
Navid_540.jpg,1080,1920,rickshaw,329,761,629,1090
Numan_(458).jpg,1080,1920,three wheelers (CNG),771,743,825,814
Numan_(458).jpg,1080,1920,van,820,740,924,834
Numan_(458).jpg,1080,1920,three wheelers (CNG),1035,752,1079,816
Numan_(458).jpg,1080,1920,bus,1000,724,1075,807
Numan_(458).jpg,1080,1920,minivan,922,746,962,820
Pias (137).jpg,854,480,motorbike,61,295,101,350
Pias (137).jpg,854,480,motorbike,246,292,277,335
Pias (137).jpg,854,480,suv,229,257,305,307
Pias (137).jpg,854,480,car,372,273,397,291
Pias (137).jpg,854,480,car,417,286,535,370
Pias (137).jpg,854,480,car,648,287,803,354
Pias (137).jpg,854,480,suv,564,275,656,321
Pias (137).jpg,854,480,car,515,278,565,306
Pias (137).jpg,854,480,bus,341,257,360,278
Pias (137).jpg,854,480,van,397,268,417,287
Pias (137).jpg,854,480,three wheelers (CNG),1,250,57,369
Pias (357).jpg,640,360,three wheelers (CNG),300,175,366,263
Pias (357).jpg,640,360,three wheelers (CNG),365,179,400,242
Pias (357).jpg,640,360,car,1,279,144,360
Pias (357).jpg,640,360,motorbike,437,225,464,282
Pias (357).jpg,640,360,bus,443,135,483,180
Pias (357).jpg,640,360,bus,479,140,510,225
Pias (357).jpg,640,360,bus,504,34,639,359
Pias (80).jpg,854,480,three wheelers (CNG),143,271,232,416
Pias (80).jpg,854,480,car,1,274,85,381
Pias (80).jpg,854,480,car,93,266,128,292
Pias (80).jpg,854,480,car,127,263,144,283
Pias (24).jpg,854,480,car,2,270,268,439
Pias (24).jpg,854,480,car,401,286,530,383
Pias (24).jpg,854,480,car,560,281,619,332
Pias (24).jpg,854,480,car,505,275,552,319
Pias (24).jpg,854,480,pickup,551,266,585,297
Pias (24).jpg,854,480,bicycle,648,333,693,410
Pias (24).jpg,854,480,motorbike,340,273,366,294
Pias (522).jpg,1280,720,truck,943,440,1113,490
Pias (522).jpg,1280,720,bus,844,446,934,486
Dipto_11.jpg,1280,720,van,1054,300,1280,616
Dipto_11.jpg,1280,720,human hauler,622,275,648,303
Dipto_11.jpg,1280,720,rickshaw,567,279,576,292
Dipto_11.jpg,1280,720,pickup,558,268,584,286
Navid_602.JPG,4096,2304,suv,1937,1344,2673,1779
Navid_602.JPG,4096,2304,three wheelers (CNG),2746,1379,3161,1656
Navid_602.JPG,4096,2304,car,3173,1418,3492,1643
Navid_602.JPG,4096,2304,suv,3379,1252,4096,2089
Navid_602.JPG,4096,2304,motorbike,891,1496,1232,1668
Navid_602.JPG,4096,2304,van,331,1467,497,1591
Navid_602.JPG,4096,2304,three wheelers (CNG),84,1494,184,1600
Navid_602.JPG,4096,2304,rickshaw,241,1484,292,1564
Navid_602.JPG,4096,2304,rickshaw,1,1492,58,1592
Navid_602.JPG,4096,2304,motorbike,604,1476,631,1522
Navid_602.JPG,4096,2304,three wheelers (CNG),565,1479,596,1515
Navid_602.JPG,4096,2304,motorbike,1498,1475,1534,1522
Navid_515.jpg,1080,1920,van,806,387,1021,487
Navid_515.jpg,1080,1920,car,747,421,804,468
Navid_515.jpg,1080,1920,three wheelers (CNG),433,435,611,630
Navid_515.jpg,1080,1920,motorbike,232,461,280,560
Navid_515.jpg,1080,1920,motorbike,142,463,175,523
Navid_515.jpg,1080,1920,motorbike,262,457,286,519
Navid_515.jpg,1080,1920,car,327,454,374,489
Navid_515.jpg,1080,1920,bus,185,446,207,476
Navid_515.jpg,1080,1920,car,223,461,244,485
Numan_(399).jpg,3024,4032,motorbike,1128,2066,1541,2692
Numan_(399).jpg,3024,4032,rickshaw,2307,2025,2770,3058
Numan_(399).jpg,3024,4032,rickshaw,1587,1986,1684,2102
Numan_(399).jpg,3024,4032,rickshaw,2304,2034,2483,2382
Numan_(399).jpg,3024,4032,rickshaw,184,1956,437,2187
Asraf_46.jpg,1920,1080,bus,982,10,1920,839
Asraf_46.jpg,1920,1080,bus,78,12,1166,657
Asraf_46.jpg,1920,1080,bus,2,2,176,925
212.jpg,1299,868,car,264,747,439,868
212.jpg,1299,868,bus,231,559,409,744
212.jpg,1299,868,bus,37,534,234,753
212.jpg,1299,868,bus,1,616,68,809
212.jpg,1299,868,bus,210,426,314,507
212.jpg,1299,868,bus,177,505,302,553
212.jpg,1299,868,bus,302,489,461,647
212.jpg,1299,868,minivan,498,685,647,844
212.jpg,1299,868,minivan,469,594,591,655
212.jpg,1299,868,car,669,719,826,841
212.jpg,1299,868,car,649,662,762,773
212.jpg,1299,868,car,634,628,736,714
212.jpg,1299,868,minivan,477,618,572,697
212.jpg,1299,868,car,951,637,1066,711
212.jpg,1299,868,car,1098,762,1291,868
212.jpg,1299,868,car,1077,607,1203,676
212.jpg,1299,868,car,1155,643,1280,706
212.jpg,1299,868,car,1240,678,1299,816
212.jpg,1299,868,car,1044,548,1106,611
212.jpg,1299,868,bus,1187,430,1299,540
212.jpg,1299,868,bus,1060,407,1189,502
212.jpg,1299,868,bus,961,349,1095,441
212.jpg,1299,868,bus,759,343,886,426
212.jpg,1299,868,car,609,565,699,605
212.jpg,1299,868,bus,414,360,493,406
212.jpg,1299,868,pickup,697,349,795,465
212.jpg,1299,868,pickup,851,436,943,520
212.jpg,1299,868,van,944,414,1020,472
212.jpg,1299,868,minivan,369,435,437,476
212.jpg,1299,868,car,477,456,540,502
212.jpg,1299,868,bus,305,315,373,370
212.jpg,1299,868,bus,270,380,359,504
212.jpg,1299,868,bus,473,333,553,388
212.jpg,1299,868,suv,579,487,661,559
212.jpg,1299,868,car,604,528,684,579
212.jpg,1299,868,car,549,443,609,493
212.jpg,1299,868,car,459,304,485,325
212.jpg,1299,868,car,489,303,515,324
212.jpg,1299,868,bus,402,334,469,379
212.jpg,1299,868,bus,356,384,443,440
212.jpg,1299,868,car,491,524,561,546
212.jpg,1299,868,car,486,546,578,571
212.jpg,1299,868,car,475,564,569,596
212.jpg,1299,868,car,1242,677,1299,744
212.jpg,1299,868,pickup,1101,511,1245,649
212.jpg,1299,868,bus,914,318,1023,365
212.jpg,1299,868,car,744,462,803,500
212.jpg,1299,868,car,957,504,1024,526
212.jpg,1299,868,minivan,952,457,995,507
212.jpg,1299,868,bus,841,351,893,409
212.jpg,1299,868,pickup,658,362,702,417
212.jpg,1299,868,bus,597,292,635,321
212.jpg,1299,868,car,667,348,700,368
212.jpg,1299,868,car,638,336,664,357
212.jpg,1299,868,bus,382,312,432,330
212.jpg,1299,868,bus,374,341,396,377
212.jpg,1299,868,bus,707,314,747,350
212.jpg,1299,868,bus,664,290,704,332
Dipto_367.jpg,1708,692,rickshaw,1239,342,1390,646
Dipto_367.jpg,1708,692,rickshaw,81,32,180,179
Dipto_367.jpg,1708,692,rickshaw,146,4,225,128
Dipto_367.jpg,1708,692,rickshaw,1103,91,1203,265
Dipto_367.jpg,1708,692,rickshaw,1260,91,1355,251
Dipto_367.jpg,1708,692,bicycle,1324,293,1408,405
Dipto_367.jpg,1708,692,motorbike,1403,200,1460,340
Dipto_367.jpg,1708,692,rickshaw,1380,91,1453,240
Dipto_367.jpg,1708,692,auto rickshaw,10,137,92,419
Dipto_367.jpg,1708,692,rickshaw,1194,33,1265,146
Dipto_367.jpg,1708,692,car,1393,71,1550,213
Dipto_367.jpg,1708,692,car,1383,17,1700,106
Dipto_367.jpg,1708,692,car,1341,4,1561,87
Dipto_367.jpg,1708,692,rickshaw,1251,5,1334,90
Dipto_367.jpg,1708,692,motorbike,1616,78,1708,145
Navid_456.jpg,1080,1920,car,478,946,656,1095
Navid_456.jpg,1080,1920,car,391,953,474,1031
Navid_456.jpg,1080,1920,car,183,951,268,1020
Navid_456.jpg,1080,1920,car,313,954,359,996
Navid_456.jpg,1080,1920,car,280,955,309,981
Navid_456.jpg,1080,1920,rickshaw,28,939,66,1010
Pias (501).jpg,1280,720,truck,755,452,829,500
Pias (501).jpg,1280,720,rickshaw,1005,490,1026,526
Pias (501).jpg,1280,720,rickshaw,1026,490,1044,529
Pias (501).jpg,1280,720,truck,642,458,677,491
Pias (501).jpg,1280,720,truck,547,449,578,485
20200201_170439.jpg,4160,3120,car,1426,1493,1969,1798
20200201_170439.jpg,4160,3120,auto rickshaw,2078,1459,2197,1617
20200201_170439.jpg,4160,3120,auto rickshaw,2470,1483,2537,1591
20200201_170439.jpg,4160,3120,auto rickshaw,2606,1490,2714,1649
20200201_170439.jpg,4160,3120,car,2416,1510,2446,1572
20200201_170439.jpg,4160,3120,minivan,2302,1460,2415,1585
20200201_170439.jpg,4160,3120,bicycle,2247,1516,2284,1569
20200201_170439.jpg,4160,3120,bicycle,2544,1531,2575,1587
20200201_170439.jpg,4160,3120,bicycle,2708,1574,2741,1678
Navid_245.jpg,2560,1440,rickshaw,1010,624,1273,1019
Navid_245.jpg,2560,1440,rickshaw,2152,724,2515,956
Navid_274.jpg,1911,803,suv,912,342,1067,501
Navid_274.jpg,1911,803,motorbike,808,344,861,448
Navid_274.jpg,1911,803,motorbike,701,472,808,689
Navid_274.jpg,1911,803,pickup,1025,231,1094,316
Navid_274.jpg,1911,803,motorbike,929,278,951,326
Navid_274.jpg,1911,803,suv,877,265,910,302
Navid_274.jpg,1911,803,motorbike,1143,269,1169,310
Navid_274.jpg,1911,803,car,1000,259,1036,292
Navid_497.jpg,1080,1920,rickshaw,2,665,77,784
Navid_497.jpg,1080,1920,van,217,659,323,752
Navid_497.jpg,1080,1920,motorbike,156,678,179,728
Navid_497.jpg,1080,1920,motorbike,105,680,120,713
Navid_497.jpg,1080,1920,bus,129,656,155,694
Numan_	(27).jpg,1920,1080,car,1272,761,1568,1078
Numan_	(27).jpg,1920,1080,car,1239,590,1429,753
Numan_	(27).jpg,1920,1080,car,506,785,770,1078
Numan_	(27).jpg,1920,1080,car,751,461,853,570
Numan_	(27).jpg,1920,1080,car,1129,453,1237,551
Numan_	(27).jpg,1920,1080,minivan,1274,482,1435,610
Numan_	(27).jpg,1920,1080,car,1039,549,1188,690
Numan_	(27).jpg,1920,1080,car,906,559,1031,704
Numan_	(27).jpg,1920,1080,car,884,484,988,590
Numan_	(27).jpg,1920,1080,car,531,450,642,522
Numan_	(27).jpg,1920,1080,van,905,404,992,510
Numan_	(27).jpg,1920,1080,car,1140,363,1215,418
Numan_	(27).jpg,1920,1080,car,1207,399,1307,469
Numan_	(27).jpg,1920,1080,car,1144,332,1204,369
Numan_	(27).jpg,1920,1080,car,491,399,609,472
Numan_	(27).jpg,1920,1080,car,617,395,704,453
Numan_	(27).jpg,1920,1080,car,664,370,723,412
Numan_	(27).jpg,1920,1080,car,722,319,771,343
Numan_	(27).jpg,1920,1080,car,851,323,898,365
Numan_	(27).jpg,1920,1080,car,48,578,296,715
Numan_	(27).jpg,1920,1080,car,2,580,126,698
Numan_	(27).jpg,1920,1080,car,585,376,642,422
Numan_	(27).jpg,1920,1080,car,662,336,710,374
Numan_	(27).jpg,1920,1080,suv,500,402,607,468
Numan_	(27).jpg,1920,1080,car,1,747,176,942
Numan_	(27).jpg,1920,1080,van,210,584,480,797
Numan_	(27).jpg,1920,1080,minivan,741,541,882,743
Numan_	(27).jpg,1920,1080,three wheelers (CNG),962,794,1136,1050
Numan_	(27).jpg,1920,1080,three wheelers (CNG),1039,638,1151,832
Numan_	(27).jpg,1920,1080,three wheelers (CNG),1026,454,1095,542
Numan_	(27).jpg,1920,1080,three wheelers (CNG),1057,417,1112,486
Numan_	(27).jpg,1920,1080,three wheelers (CNG),1002,404,1055,479
Numan_	(27).jpg,1920,1080,three wheelers (CNG),971,388,1012,448
Numan_	(27).jpg,1920,1080,three wheelers (CNG),827,434,883,517
Numan_	(27).jpg,1920,1080,three wheelers (CNG),854,398,902,469
Numan_	(27).jpg,1920,1080,three wheelers (CNG),999,372,1042,410
Numan_	(27).jpg,1920,1080,car,921,308,957,346
Numan_	(27).jpg,1920,1080,car,971,298,1005,321
Numan_	(27).jpg,1920,1080,car,999,287,1032,318
Numan_	(27).jpg,1920,1080,minivan,992,254,1022,281
Numan_	(27).jpg,1920,1080,bus,1052,290,1136,388
Numan_	(27).jpg,1920,1080,bus,1051,267,1123,296
Numan_	(27).jpg,1920,1080,bus,1068,235,1105,267
Numan_	(27).jpg,1920,1080,bus,1029,219,1063,270
Numan_	(27).jpg,1920,1080,suv,932,286,968,314
Numan_	(27).jpg,1920,1080,minivan,897,329,942,386
Numan_	(27).jpg,1920,1080,van,822,355,885,427
Numan_	(27).jpg,1920,1080,three wheelers (CNG),1063,397,1109,424
Numan_	(27).jpg,1920,1080,motorbike,1144,408,1178,464
Numan_	(27).jpg,1920,1080,bus,984,221,1009,243
Numan_	(27).jpg,1920,1080,minivan,951,270,977,295
Numan_	(27).jpg,1920,1080,pickup,881,279,919,323
Numan_	(27).jpg,1920,1080,minivan,929,253,952,273
Numan_	(27).jpg,1920,1080,car,918,280,937,306
Numan_	(27).jpg,1920,1080,van,941,244,960,259
Numan_	(27).jpg,1920,1080,van,958,256,979,273
Numan_	(27).jpg,1920,1080,three wheelers (CNG),408,466,501,557
Numan_	(27).jpg,1920,1080,three wheelers (CNG),347,445,432,526
Numan_	(27).jpg,1920,1080,three wheelers (CNG),485,387,542,452
Numan_	(27).jpg,1920,1080,motorbike,562,366,597,404
Numan_	(27).jpg,1920,1080,army vehicle,303,343,469,456
Numan_	(27).jpg,1920,1080,motorbike,601,344,625,378
Numan_	(27).jpg,1920,1080,motorbike,565,361,590,406
Numan_	(27).jpg,1920,1080,motorbike,530,361,559,406
Numan_	(27).jpg,1920,1080,three wheelers (CNG),678,316,709,345
Numan_	(27).jpg,1920,1080,three wheelers (CNG),740,301,767,322
Numan_	(27).jpg,1920,1080,three wheelers (CNG),788,288,811,314
Numan_	(27).jpg,1920,1080,car,728,294,764,319
Numan_	(27).jpg,1920,1080,car,772,281,799,310
Numan_	(27).jpg,1920,1080,car,822,273,849,291
Numan_	(27).jpg,1920,1080,car,795,265,823,292
Numan_	(27).jpg,1920,1080,car,825,260,848,273
Numan_	(27).jpg,1920,1080,bus,847,238,879,268
Numan_	(27).jpg,1920,1080,bus,943,221,968,240
Numan_	(27).jpg,1920,1080,rickshaw,1567,481,1707,610
Numan_	(27).jpg,1920,1080,rickshaw,1723,499,1879,620
Numan_	(27).jpg,1920,1080,motorbike,321,796,492,1050
Numan_	(27).jpg,1920,1080,three wheelers (CNG),285,478,390,576
Numan_	(27).jpg,1920,1080,suv,203,426,301,495
Numan_	(27).jpg,1920,1080,motorbike,156,870,368,1058
ASAD-GAT-1.jpg,1600,1063,human hauler,99,681,322,849
ASAD-GAT-1.jpg,1600,1063,rickshaw,109,599,214,679
ASAD-GAT-1.jpg,1600,1063,rickshaw,217,545,298,632
ASAD-GAT-1.jpg,1600,1063,rickshaw,445,518,502,602
ASAD-GAT-1.jpg,1600,1063,rickshaw,505,490,551,560
ASAD-GAT-1.jpg,1600,1063,rickshaw,335,419,373,462
ASAD-GAT-1.jpg,1600,1063,rickshaw,694,376,711,394
ASAD-GAT-1.jpg,1600,1063,rickshaw,665,381,689,408
ASAD-GAT-1.jpg,1600,1063,bicycle,281,442,308,469
ASAD-GAT-1.jpg,1600,1063,rickshaw,357,475,395,516
ASAD-GAT-1.jpg,1600,1063,rickshaw,339,501,379,561
ASAD-GAT-1.jpg,1600,1063,rickshaw,299,510,346,574
ASAD-GAT-1.jpg,1600,1063,rickshaw,620,389,658,421
ASAD-GAT-1.jpg,1600,1063,suv,756,582,875,717
ASAD-GAT-1.jpg,1600,1063,taxi,978,624,1091,757
ASAD-GAT-1.jpg,1600,1063,car,989,442,1046,499
ASAD-GAT-1.jpg,1600,1063,bicycle,881,442,929,472
ASAD-GAT-1.jpg,1600,1063,three wheelers (CNG),1389,700,1520,874
ASAD-GAT-1.jpg,1600,1063,bus,1140,549,1392,923
ASAD-GAT-1.jpg,1600,1063,car,903,375,938,403
ASAD-GAT-1.jpg,1600,1063,pickup,987,358,1015,386
ASAD-GAT-1.jpg,1600,1063,rickshaw,997,344,1012,350
ASAD-GAT-1.jpg,1600,1063,bus,963,326,987,355
ASAD-GAT-1.jpg,1600,1063,suv,942,361,970,385
ASAD-GAT-1.jpg,1600,1063,suv,932,349,957,361
ASAD-GAT-1.jpg,1600,1063,three wheelers (CNG),938,317,949,328
ASAD-GAT-1.jpg,1600,1063,three wheelers (CNG),960,312,968,320
ASAD-GAT-1.jpg,1600,1063,bus,861,336,892,353
ASAD-GAT-1.jpg,1600,1063,bus,887,308,906,326
ASAD-GAT-1.jpg,1600,1063,rickshaw,825,344,835,360
ASAD-GAT-1.jpg,1600,1063,rickshaw,800,348,815,365
ASAD-GAT-1.jpg,1600,1063,motorbike,1015,360,1023,375
Dipto_846.jpg,1920,1080,bus,926,553,1295,681
Dipto_846.jpg,1920,1080,bus,1396,523,1575,679
Dipto_846.jpg,1920,1080,bus,1569,562,1666,672
Dipto_846.jpg,1920,1080,rickshaw,1307,609,1394,682
Dipto_846.jpg,1920,1080,car,1677,614,1774,680
Dipto_846.jpg,1920,1080,car,1834,608,1918,675
Dipto_384.jpg,1920,1080,bus,1230,39,1920,986
Dipto_384.jpg,1920,1080,van,1219,502,1243,531
Dipto_ 242.jpg,1920,1080,bus,882,404,1155,670
Dipto_ 242.jpg,1920,1080,truck,1219,477,1284,564
Dipto_752.jpg,352,517,pickup,258,4,352,445
Dipto_752.jpg,352,517,truck,147,221,173,261
Dipto_752.jpg,352,517,truck,170,234,192,257
Asraf_58.jpg,1920,1080,car,1439,712,1920,1077
Asraf_58.jpg,1920,1080,pickup,1478,639,1735,861
Asraf_58.jpg,1920,1080,minivan,947,639,1308,976
Asraf_58.jpg,1920,1080,pickup,1184,621,1372,865
Asraf_58.jpg,1920,1080,motorbike,498,798,655,992
Asraf_58.jpg,1920,1080,car,572,715,762,865
Asraf_58.jpg,1920,1080,bus,753,635,921,829
Asraf_58.jpg,1920,1080,suv,925,698,984,774
Pias (39).jpg,854,480,motorbike,358,364,465,437
Pias (39).jpg,854,480,car,665,313,789,420
Pias (39).jpg,854,480,motorbike,793,323,819,368
Pias (39).jpg,854,480,pickup,665,295,707,342
Pias (39).jpg,854,480,car,766,302,802,334
Pias (39).jpg,854,480,car,411,296,482,330
Pias (39).jpg,854,480,car,130,297,242,351
Pias (39).jpg,854,480,three wheelers (CNG),13,293,160,391
Pias (39).jpg,854,480,bus,395,273,509,310
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,bus,523,1542,923,2004
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,motorbike,473,1879,711,2373
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,rickshaw,1286,1754,1629,2323
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,rickshaw,1,1837,227,2304
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,rickshaw,362,1776,497,1985
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,rickshaw,1053,1780,1216,1972
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,motorbike,421,1755,521,1851
86355171_788554824968829_4161672547881975808_n.jpg,2304,4096,car,2184,1737,2303,1961
232.jpg,1200,675,bus,161,66,635,332
232.jpg,1200,675,rickshaw,440,216,901,675
232.jpg,1200,675,rickshaw,841,185,1199,675
232.jpg,1200,675,rickshaw,604,180,795,355
232.jpg,1200,675,motorbike,938,191,987,259
232.jpg,1200,675,bus,1,22,105,387
232.jpg,1200,675,bus,622,138,685,269
232.jpg,1200,675,car,83,211,167,305
Dipto_767.jpg,352,444,auto rickshaw,190,300,206,325
Dipto_767.jpg,352,444,truck,148,279,180,317
Dipto_ 140.jpg,1919,853,pickup,321,293,747,720
Pias (28).jpg,854,480,car,532,293,853,440
Pias (28).jpg,854,480,suv,132,245,273,320
Pias (28).jpg,854,480,motorbike,518,286,549,330
Pias (28).jpg,854,480,car,446,264,495,305
Pias (28).jpg,854,480,minivan,494,256,532,291
Pias (28).jpg,854,480,car,421,258,449,281
Pias (28).jpg,854,480,bus,1,169,62,338
Dipto_843.jpg,1920,1080,bus,919,531,1044,599
Dipto_843.jpg,1920,1080,bus,694,543,854,607
Dipto_843.jpg,1920,1080,three wheelers (CNG),852,558,925,639
Dipto_843.jpg,1920,1080,car,1035,568,1076,598
Dipto_843.jpg,1920,1080,car,1112,567,1183,599
Dipto_843.jpg,1920,1080,pickup,1167,546,1234,581
Dipto_843.jpg,1920,1080,car,1771,530,1869,579
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,bus,660,425,921,638
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,bus,977,512,1024,559
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,car,606,533,661,593
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,car,961,531,974,549
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,car,941,533,961,555
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,three wheelers (CNG),921,530,942,559
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,car,135,540,386,656
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,motorbike,388,574,488,682
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,minivan,404,517,547,600
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,car,75,543,175,560
New-Footover-Bridge-shewra-02022019-04.jpg,1024,683,suv,177,514,286,540
Pias (319).jpg,640,360,suv,464,291,563,357
Pias (319).jpg,640,360,bus,499,263,640,360
Pias (319).jpg,640,360,bus,430,252,505,292
Pias (319).jpg,640,360,bus,399,229,454,272
Pias (319).jpg,640,360,truck,360,246,390,267
Pias (319).jpg,640,360,car,306,253,321,265
Pias (319).jpg,640,360,motorbike,288,261,294,271
Pias (319).jpg,640,360,motorbike,269,259,275,269
Dipto_ 84.jpg,1920,1080,motorbike,354,961,1198,1080
Dipto_ 84.jpg,1920,1080,truck,7,88,552,753
Dipto_ 84.jpg,1920,1080,truck,481,288,771,491
Dipto_ 84.jpg,1920,1080,truck,763,362,824,454
Dipto_ 84.jpg,1920,1080,truck,1046,388,1086,414
Dipto_ 84.jpg,1920,1080,truck,821,380,879,437
Dipto_ 84.jpg,1920,1080,truck,870,388,904,427
